#,gender,married,age,service,contract,billing,due
6008,m,s,45,g,y,a,0
6009,m,m,66,g,y,a,1
6010,f,m,39,p,y,a,0
6011,f,s,57,p,n,c,0
6012,f,m,65,b,n,a,0
6013,m,m,46,g,n,c,2
6014,f,s,48,p,n,c,0
6015,m,m,54,p,y,c,1
6016,f,s,66,b,n,c,0
6017,f,s,78,b,n,a,0
6018,f,m,75,g,y,c,0
6019,m,m,61,p,y,c,2
6020,f,m,59,g,n,c,2
6021,f,m,18,p,y,c,0
6022,m,m,72,p,n,c,0
6023,m,m,50,p,n,a,0
6024,f,s,56,g,n,c,2
6025,f,m,20,p,n,a,2
6026,f,m,54,p,n,a,1
6027,f,s,69,b,n,c,1
6028,m,m,35,p,y,a,0
6029,m,s,69,g,n,a,1
6030,m,s,41,p,y,a,0
6031,m,m,61,g,n,a,0
6032,f,s,77,p,y,c,0
6033,m,m,46,p,y,c,2
6034,f,s,33,g,y,c,0
6035,f,m,75,p,n,c,0
6036,f,s,52,p,n,c,0
6037,m,m,31,g,n,a,0
6038,f,s,25,g,n,a,0
6039,m,m,45,p,y,c,0
6040,f,s,63,b,n,a,0
6041,f,s,79,p,n,a,0
6042,m,s,57,p,n,a,1
6043,f,m,57,g,y,a,0
6044,m,m,52,b,y,c,1
6045,f,m,28,p,y,a,0
6046,m,s,76,g,n,c,0
6047,m,s,70,b,y,c,1
6048,f,m,60,b,y,a,1
6049,m,m,60,p,y,a,0
6050,m,s,74,b,y,c,1
6051,f,m,60,p,n,c,1
6052,m,m,47,p,y,c,2
6053,m,s,55,p,n,a,0
6054,f,m,66,p,n,c,2
6055,f,m,18,g,y,c,0
6056,f,m,73,b,n,a,0
6057,m,s,59,p,y,a,2
6058,m,m,71,p,y,c,0
6059,f,s,28,g,n,a,1
6060,f,m,26,b,y,a,0
6061,m,s,77,p,n,a,0
6062,f,s,45,g,n,a,0
6063,m,s,29,p,n,a,0
6064,m,s,66,b,y,c,0
6065,m,m,23,p,y,a,2
6066,m,m,45,b,y,c,0
6067,f,m,25,p,n,a,1
6068,m,m,38,b,n,c,0
6069,m,m,35,b,y,c,0
6070,f,m,75,b,y,a,0
6071,m,m,48,b,y,a,0
6072,f,m,61,p,y,a,0
6073,m,m,63,p,n,c,0
6074,f,s,29,p,y,a,0
6075,f,m,67,g,n,c,0
6076,f,s,33,g,n,c,0
6077,m,s,35,b,y,a,1
6078,f,s,61,g,y,c,1
6079,f,m,74,g,n,c,0
6080,f,m,38,p,y,a,0
6081,m,s,74,p,y,c,1
6082,f,m,74,p,y,c,0
6083,f,m,35,g,n,c,0
6084,m,m,70,b,n,c,0
6085,f,m,55,p,n,a,0
6086,m,m,65,g,n,a,0
6087,m,m,32,g,y,c,0
6088,f,s,52,b,n,c,0
6089,f,s,24,g,y,a,0
6090,f,m,51,p,y,a,1
6091,m,m,53,g,n,c,0
6092,m,s,71,b,y,c,0
6093,f,m,32,p,n,a,1
6094,m,m,33,b,y,c,1
6095,f,s,74,p,y,a,0
6096,m,m,18,p,n,a,0
6097,m,s,69,p,n,c,0
6098,f,m,27,p,y,a,1
6099,m,s,67,b,n,c,0
6100,m,s,68,b,y,a,0
6101,m,s,39,p,n,c,1
6102,f,s,57,g,n,a,0
6103,m,m,76,g,y,a,0
6104,m,m,62,g,y,a,0
6105,m,s,65,g,n,a,0
6106,m,s,42,b,n,a,0
6107,m,m,76,p,y,a,0
6108,f,m,72,g,n,c,0
6109,f,s,41,g,y,c,2
6110,m,s,27,p,n,a,0
6111,f,s,46,b,y,c,1
6112,f,m,28,p,y,c,0
6113,f,m,27,g,n,a,0
6114,m,s,27,p,n,c,1
6115,f,s,61,b,n,a,0
6116,f,m,70,g,n,a,0
6117,f,m,79,p,y,a,0
6118,f,m,36,p,y,a,0
6119,m,s,68,b,y,c,0
6120,f,s,41,g,y,a,0
6121,f,s,19,b,n,a,0
6122,m,m,60,b,y,c,0
6123,m,m,60,b,y,c,0
6124,m,m,26,b,y,c,1
6125,f,m,19,p,n,a,0
6126,m,s,33,g,n,c,0
6127,f,s,49,b,n,a,0
6128,m,s,22,g,y,c,1
6129,m,m,65,g,y,a,0
6130,f,m,76,p,n,a,2
6131,m,s,57,p,y,c,0
6132,m,s,33,g,y,a,0
6133,f,s,56,b,n,c,0
6134,f,s,20,p,n,c,0
6135,f,m,36,g,y,c,0
6136,f,m,54,p,n,a,0
6137,f,s,41,g,n,c,0
6138,m,m,38,b,y,a,1
6139,m,m,60,g,n,a,0
6140,m,m,58,b,n,a,0
6141,m,s,24,b,n,a,0
6142,m,m,23,p,n,c,0
6143,m,m,48,g,n,c,0
6144,m,s,47,p,n,a,0
6145,f,s,65,g,n,a,0
6146,f,m,30,b,n,a,0
6147,m,s,51,g,y,a,2
6148,f,m,38,p,y,a,1
6149,m,s,62,p,y,c,2
6150,m,m,27,p,y,a,0
6151,m,m,79,p,n,c,0
6152,f,m,41,p,y,c,0
6153,f,s,39,g,n,a,1
6154,f,m,58,p,n,c,0
6155,f,s,79,b,n,c,0
6156,m,m,50,g,n,c,0
6157,m,s,70,g,n,c,0
6158,m,s,65,p,n,c,1
6159,f,s,39,b,n,a,1
6160,m,m,39,p,n,c,1
6161,m,m,39,g,n,c,0
6162,m,m,42,b,y,c,0
6163,m,m,74,p,n,a,0
6164,m,m,69,p,n,a,0
6165,m,m,61,g,y,c,0
6166,f,m,40,b,y,c,1
6167,m,m,24,b,y,c,0
6168,m,m,61,p,n,c,0
6169,f,m,27,g,y,c,0
6170,m,m,72,g,n,a,0
6171,m,s,35,g,y,a,0
6172,m,s,41,p,n,a,1
6173,f,m,67,g,n,c,0
6174,f,s,67,g,n,a,2
6175,f,m,68,b,n,a,1
6176,m,m,40,g,y,c,2
6177,m,m,53,p,y,c,0
6178,f,m,58,g,n,c,0
6179,m,m,59,g,y,c,0
6180,f,s,70,g,n,c,0
6181,m,m,77,p,y,a,0
6182,m,s,32,b,n,a,0
6183,f,m,62,g,y,a,0
6184,f,s,32,p,y,c,0
6185,m,m,68,g,n,c,0
6186,f,m,63,b,n,a,1
6187,m,s,19,p,n,a,0
6188,m,m,31,b,n,a,0
6189,m,s,48,g,n,a,0
6190,m,m,18,p,n,c,0
6191,m,m,59,p,y,c,0
6192,m,m,31,p,y,a,0
6193,m,m,38,g,n,a,1
6194,m,m,50,g,n,c,0
6195,m,s,63,g,n,c,0
6196,f,m,43,g,y,a,0
6197,m,m,41,p,y,c,1
6198,m,s,77,b,n,a,0
6199,f,m,62,p,y,a,0
6200,f,m,73,g,n,a,0
6201,f,s,33,p,y,c,1
6202,m,s,44,g,n,c,1
6203,m,m,55,p,n,c,0
6204,m,s,21,p,y,c,0
6205,f,s,63,g,n,a,1
6206,f,m,23,g,y,a,1
6207,f,s,44,g,y,a,0
6208,m,s,63,b,y,a,0
6209,f,s,41,b,y,c,0
6210,m,s,24,b,y,c,0
6211,f,s,60,g,n,c,0
6212,f,m,42,p,y,a,0
6213,m,s,54,g,n,a,0
6214,f,s,19,b,n,c,0
6215,f,s,70,g,n,a,0
6216,f,s,42,p,n,a,0
6217,m,m,39,p,n,c,1
6218,m,m,54,p,y,a,0
6219,m,m,62,b,n,c,0
6220,m,s,69,p,n,c,0
6221,m,m,40,p,n,a,0
6222,m,m,18,b,n,c,1
6223,m,m,74,p,n,a,0
6224,m,s,48,p,n,c,0
6225,m,m,79,g,y,a,0
6226,f,s,18,p,n,a,0
6227,f,m,50,p,n,c,0
6228,m,s,73,b,y,c,0
6229,m,m,34,b,n,a,0
6230,f,s,44,g,y,a,0
6231,f,m,43,g,n,a,0
6232,m,m,42,p,n,c,0
6233,m,m,73,g,y,c,0
6234,m,m,66,p,y,c,2
6235,m,s,40,p,n,c,0
6236,m,m,34,p,y,a,0
6237,f,s,38,p,n,a,0
6238,f,m,57,p,n,a,0
6239,f,m,31,b,y,a,0
6240,f,s,40,p,y,c,0
6241,f,m,65,b,n,c,0
6242,f,m,60,p,n,a,0
6243,f,m,76,p,y,a,2
6244,f,s,71,p,n,a,0
6245,m,m,40,p,y,c,1
6246,m,s,51,g,y,c,2
6247,m,m,54,b,y,a,0
6248,f,m,30,p,y,a,0
6249,m,s,21,p,y,a,1
6250,f,s,60,b,n,c,1
6251,f,s,56,g,n,a,1
6252,m,s,61,b,y,a,0
6253,f,m,46,p,y,c,1
6254,f,s,22,g,n,c,0
6255,m,m,73,b,y,a,0
6256,f,s,61,p,n,a,2
6257,f,m,72,p,y,a,0
6258,f,s,79,b,n,c,2
6259,m,s,50,p,n,c,0
6260,f,s,69,b,y,c,1
6261,f,m,69,b,n,c,0
6262,f,m,73,p,y,a,0
6263,m,m,49,p,y,c,0
6264,f,s,71,b,y,a,2
6265,f,m,57,g,n,a,0
6266,m,m,25,p,y,a,1
6267,m,m,70,g,y,c,2
6268,f,m,34,b,n,c,2
6269,f,m,43,g,n,a,0
6270,m,m,68,b,n,c,0
6271,m,m,41,g,n,a,0
6272,m,m,29,p,y,a,0
6273,m,m,23,b,y,c,0
6274,m,m,59,p,n,a,1
6275,f,m,76,b,n,c,0
6276,f,m,22,p,y,c,0
6277,m,m,79,b,n,c,2
6278,f,s,19,g,y,c,0
6279,f,s,28,b,n,a,0
6280,f,s,32,b,y,a,0
6281,m,m,45,g,n,a,0
6282,m,s,58,p,y,a,1
6283,m,m,26,g,y,c,0
6284,m,m,44,p,n,c,0
6285,m,s,24,p,n,a,0
6286,m,m,32,b,y,c,0
6287,f,s,20,g,n,a,0
6288,f,m,52,b,n,c,0
6289,m,s,66,p,n,a,0
6290,m,m,19,p,n,a,0
6291,m,m,31,p,y,c,0
6292,f,s,25,p,n,c,0
6293,f,m,31,g,n,c,1
6294,f,m,53,g,y,a,1
6295,f,m,45,g,y,a,1
6296,f,s,53,p,n,a,0
6297,f,s,24,g,y,a,0
6298,m,m,66,g,n,a,0
6299,f,s,76,p,n,a,0
6300,m,s,30,g,y,a,1
6301,f,m,72,g,n,a,0
6302,m,m,77,b,n,a,0
6303,m,s,33,p,n,a,1
6304,f,m,59,p,n,c,0
6305,f,m,45,g,n,a,1
6306,m,m,39,g,y,c,1
6307,f,s,39,g,n,c,0
6308,m,m,37,p,n,c,0
6309,f,m,50,g,n,a,1
6310,f,m,40,g,n,a,1
6311,f,m,60,p,n,c,0
6312,f,s,47,g,y,c,1
6313,f,s,48,p,n,c,1
6314,f,m,72,p,n,c,1
6315,f,s,79,p,y,c,0
6316,m,m,73,p,n,c,0
6317,m,s,40,b,y,a,1
6318,m,s,56,g,y,c,0
6319,f,s,38,b,y,c,0
6320,f,m,69,g,n,a,0
6321,f,s,66,g,y,a,0
6322,m,s,44,p,y,c,0
6323,f,m,47,b,y,a,0
6324,m,s,29,p,y,c,0
6325,m,s,18,g,n,a,1
6326,f,m,79,b,n,a,0
6327,m,m,20,b,y,c,0
6328,f,m,67,p,n,a,0
6329,m,m,34,b,y,c,0
6330,f,s,40,p,n,c,0
6331,f,m,50,p,y,c,0
6332,f,m,71,p,n,a,0
6333,m,m,23,g,n,a,1
6334,m,m,66,b,y,a,0
6335,m,s,75,p,y,a,0
6336,f,s,61,g,y,a,1
6337,m,m,24,p,y,a,0
6338,f,m,34,b,y,c,1
6339,f,m,79,g,y,a,2
6340,f,s,36,b,n,a,2
6341,f,m,45,g,y,c,1
6342,f,s,27,g,n,c,0
6343,f,m,23,p,y,a,0
6344,f,s,42,b,y,c,0
6345,f,m,58,g,y,c,0
6346,f,s,56,p,y,a,1
6347,f,m,65,p,y,a,0
6348,f,s,28,g,y,c,0
6349,m,m,37,p,y,c,0
6350,f,m,45,b,y,c,2
6351,f,m,71,p,y,a,0
6352,m,s,42,b,n,c,0
6353,f,s,43,b,y,c,1
6354,m,s,24,g,y,a,1
6355,f,m,35,g,n,a,0
6356,f,m,30,p,n,c,0
6357,m,m,75,b,n,a,2
6358,f,s,45,g,y,a,2
6359,f,m,79,p,y,a,0
6360,m,m,51,g,y,a,0
6361,m,m,79,p,y,c,0
6362,f,m,56,p,n,c,0
6363,m,s,66,b,n,a,0
6364,m,m,50,b,y,a,1
6365,f,m,25,p,n,c,0
6366,f,m,49,g,n,a,0
6367,f,m,74,b,n,c,0
6368,m,m,69,g,n,a,0
6369,f,m,79,p,n,a,0
6370,m,s,43,g,n,a,0
6371,f,m,40,b,n,a,1
6372,f,s,50,g,n,c,1
6373,f,m,62,b,n,a,0
6374,m,m,27,b,n,c,2
6375,m,s,31,b,n,a,0
6376,m,s,42,b,n,a,0
6377,f,m,23,g,n,a,0
6378,f,s,41,b,y,c,1
6379,f,m,54,p,y,c,0
6380,m,s,71,p,y,a,0
6381,m,s,45,b,n,c,0
6382,f,s,24,g,y,a,2
6383,m,s,60,g,y,a,2
6384,m,s,35,p,n,a,2
6385,f,m,77,p,y,a,0
6386,m,m,30,b,y,c,0
6387,m,m,72,b,y,a,0
6388,f,s,32,b,n,c,0
6389,m,s,43,g,y,a,0
6390,f,m,65,b,n,c,0
6391,f,m,28,g,n,c,0
6392,f,s,46,p,y,c,0
6393,m,m,49,p,n,c,1
6394,f,m,48,g,y,c,0
6395,f,m,27,g,n,a,1
6396,m,s,71,g,n,c,1
6397,m,m,53,p,y,c,1
6398,m,m,63,p,y,c,1
6399,m,m,60,b,y,a,1
6400,f,m,60,p,n,c,0
6401,f,m,48,p,y,c,1
6402,f,m,30,g,y,c,1
6403,f,m,33,g,y,a,0
6404,m,s,45,g,y,a,0
6405,m,s,19,b,n,c,2
6406,f,s,38,g,y,a,0
6407,m,s,25,p,y,c,0
6408,f,m,20,b,y,a,0
6409,f,m,41,p,n,a,1
6410,m,s,30,p,y,a,0
6411,m,s,72,p,n,a,1
6412,f,m,46,b,y,c,0
6413,m,m,50,b,y,a,1
6414,f,m,65,b,n,c,2
6415,f,m,72,g,n,c,0
6416,m,m,41,p,y,a,1
6417,f,m,31,p,n,c,0
6418,m,m,54,b,y,a,0
6419,m,m,24,b,y,c,2
6420,m,s,59,g,y,c,2
6421,m,m,18,p,y,c,0
6422,f,m,65,g,y,c,1
6423,f,m,27,g,y,a,0
6424,f,m,23,b,n,a,0
6425,f,s,51,p,y,c,1
6426,f,m,74,p,n,c,0
6427,m,m,37,g,y,a,1
6428,m,m,69,b,y,c,0
6429,f,m,74,g,y,a,1
6430,m,s,67,p,y,a,0
6431,m,m,77,g,n,c,0
6432,m,m,63,g,y,a,0
6433,f,s,30,p,n,a,0
6434,f,m,50,b,n,c,0
6435,f,m,68,p,n,c,0
6436,m,m,27,b,n,c,1
6437,f,m,49,p,n,a,1
6438,m,m,31,b,y,c,0
6439,m,s,39,g,y,a,1
6440,f,m,53,g,n,a,0
6441,f,m,49,g,y,a,2
6442,m,s,32,p,n,c,1
6443,m,s,62,p,y,a,0
6444,m,s,50,p,n,c,0
6445,f,m,58,p,n,c,0
6446,m,s,59,g,n,a,0
6447,f,s,51,g,y,c,0
6448,m,s,27,p,n,a,0
6449,f,m,38,g,n,c,0
6450,m,s,42,p,n,c,0
6451,m,s,42,b,y,c,0
6452,f,s,57,b,y,a,0
6453,f,m,42,p,n,a,0
6454,f,s,35,g,n,c,1
6455,f,s,68,b,y,a,0
6456,f,m,37,g,y,a,1
6457,m,s,24,p,y,c,1
6458,f,m,53,p,n,a,1
6459,m,m,75,g,n,a,1
6460,f,s,55,p,n,c,0
6461,f,s,52,b,n,c,0
6462,f,m,52,p,y,c,0
6463,f,s,44,b,n,c,0
6464,f,m,38,p,n,c,0
6465,m,s,32,g,n,a,0
6466,m,s,58,b,y,a,0
6467,f,s,46,g,n,c,0
6468,m,m,62,g,y,c,1
6469,m,m,65,b,n,c,0
6470,m,s,65,g,y,c,1
6471,m,m,39,g,n,a,0
6472,f,m,38,b,y,c,0
6473,m,s,33,b,y,c,1
6474,f,s,44,g,y,c,0
6475,f,s,74,b,y,a,0
6476,m,m,28,p,n,c,0
6477,f,m,19,b,y,a,0
6478,f,s,19,g,n,c,1
6479,f,m,20,p,n,c,0
6480,m,m,79,b,y,c,0
6481,m,m,48,p,y,a,2
6482,m,m,75,b,n,a,0
6483,f,s,52,g,y,c,0
6484,f,s,37,g,y,c,1
6485,f,m,52,b,n,a,0
6486,m,m,41,b,y,a,1
6487,f,m,55,b,n,c,0
6488,f,m,51,p,n,a,0
6489,f,m,73,g,n,a,0
6490,f,m,63,p,y,c,0
6491,m,m,70,p,y,c,0
6492,m,m,56,p,n,a,2
6493,f,m,43,g,n,a,0
6494,f,s,31,g,n,a,1
6495,m,m,58,g,y,a,0
6496,f,s,66,p,y,c,0
6497,f,m,44,p,y,c,0
6498,f,m,75,b,y,c,0
6499,f,s,49,b,n,c,0
6500,f,m,78,g,y,c,2
6501,m,m,54,b,n,c,0
6502,f,m,22,g,y,c,0
6503,f,m,26,b,n,a,1
6504,m,s,53,p,y,c,0
6505,m,s,54,b,y,a,0
6506,m,m,18,b,y,a,0
6507,f,m,77,g,y,c,0
6508,m,m,71,p,y,c,0
6509,m,m,21,p,n,c,0
6510,m,m,22,b,y,c,0
6511,m,m,48,g,n,a,0
6512,m,m,41,b,n,c,0
6513,f,s,66,b,y,a,0
6514,f,m,39,p,y,a,0
6515,f,m,67,g,n,a,0
6516,m,m,67,g,y,c,0
6517,f,m,38,g,y,c,0
6518,f,m,21,p,n,c,0
6519,m,m,57,p,n,c,2
6520,f,s,33,g,n,c,0
6521,f,m,41,p,y,a,1
6522,m,m,29,p,n,c,0
6523,f,m,54,p,n,a,1
6524,m,m,36,p,y,a,0
6525,f,s,20,b,n,c,0
6526,m,m,77,g,n,c,0
6527,m,m,74,g,y,a,1
6528,m,m,49,b,y,c,0
6529,f,m,35,p,y,a,0
6530,m,m,48,p,y,a,0
6531,f,m,62,g,n,a,0
6532,f,s,54,b,y,c,2
6533,f,m,33,b,y,a,1
6534,f,m,38,g,n,c,1
6535,m,m,51,g,n,a,0
6536,f,m,78,g,y,a,0
6537,m,m,29,g,y,c,0
6538,f,s,24,p,y,a,0
6539,f,m,67,b,n,a,1
6540,m,s,76,p,y,a,0
6541,f,s,41,p,y,c,0
6542,m,m,26,b,y,c,0
6543,m,m,43,p,n,a,2
6544,m,m,70,g,n,a,1
6545,f,m,48,p,y,a,0
6546,f,m,27,g,n,c,0
6547,m,s,50,p,y,c,0
6548,f,s,29,b,y,c,0
6549,f,s,59,b,n,c,0
6550,f,s,23,g,n,a,0
6551,f,m,77,b,y,a,2
6552,m,s,50,g,n,c,0
6553,m,m,38,p,n,c,0
6554,m,s,36,b,n,a,0
6555,m,m,32,g,y,c,1
6556,m,m,42,g,y,c,0
6557,m,m,26,b,n,a,0
6558,f,m,62,p,n,a,0
6559,m,m,32,p,y,a,0
6560,f,s,60,b,y,a,0
6561,m,m,76,b,n,c,0
6562,m,m,27,b,n,c,0
6563,m,m,34,p,n,c,2
6564,m,m,47,b,n,c,0
6565,m,m,35,b,n,a,2
6566,f,s,47,p,y,a,0
6567,f,s,22,p,n,c,0
6568,f,m,29,p,n,a,0
6569,m,s,39,p,n,c,0
6570,m,m,79,b,y,c,2
6571,m,s,32,p,n,c,0
6572,m,m,48,g,n,a,0
6573,m,m,47,p,n,a,0
6574,m,m,36,b,y,c,0
6575,m,m,70,p,n,c,0
6576,f,m,64,g,y,a,0
6577,m,s,63,p,y,a,0
6578,f,s,36,b,n,a,0
6579,f,m,75,p,n,a,0
6580,m,s,37,g,y,a,0
6581,f,m,46,p,n,a,0
6582,f,s,57,b,n,c,0
6583,m,s,28,p,n,c,0
6584,f,m,71,b,n,a,0
6585,f,s,34,g,n,c,0
6586,m,s,75,b,n,a,1
6587,f,s,23,b,n,c,0
6588,f,m,19,g,y,c,0
6589,m,m,48,p,n,c,2
6590,m,s,18,b,y,c,0
6591,m,m,26,b,n,c,0
6592,f,s,78,b,n,a,0
6593,m,m,60,g,n,a,2
6594,f,m,64,p,y,c,0
6595,f,m,34,b,n,c,0
6596,f,m,21,p,y,a,2
6597,f,m,41,b,n,a,0
6598,f,m,22,b,y,a,0
6599,f,s,41,p,y,c,2
6600,f,s,48,p,y,c,2
6601,f,s,39,p,n,c,0
6602,f,m,56,g,y,c,0
6603,f,m,48,p,y,a,1
6604,f,m,21,p,n,c,0
6605,m,m,71,b,y,a,0
6606,f,s,25,g,n,a,0
6607,f,m,58,p,n,a,0
6608,m,m,73,g,y,c,1
6609,m,m,31,p,n,c,0
6610,f,s,33,p,y,c,0
6611,m,m,48,p,y,c,0
6612,f,s,44,p,y,c,0
6613,f,m,52,p,n,c,2
6614,f,m,43,b,n,c,0
6615,f,s,53,p,y,a,2
6616,f,s,30,g,y,c,2
6617,m,m,45,b,y,c,0
6618,f,s,75,b,n,a,0
6619,m,m,34,b,n,a,0
6620,f,s,29,b,y,a,0
6621,f,m,42,g,n,a,0
6622,m,s,57,p,n,a,0
6623,f,m,38,b,y,c,1
6624,f,m,34,b,y,c,0
6625,f,m,65,g,n,a,0
6626,m,s,66,b,n,c,0
6627,m,m,21,b,y,c,0
6628,m,m,74,g,y,c,0
6629,m,m,39,b,y,a,0
6630,m,m,60,b,n,c,0
6631,m,m,24,g,y,c,0
6632,m,s,37,g,n,c,1
6633,m,s,61,b,y,a,0
6634,m,m,42,p,n,c,2
6635,f,s,73,b,n,c,1
6636,f,m,68,g,y,c,0
6637,m,s,51,p,y,a,1
6638,m,s,76,p,y,c,0
6639,m,s,21,p,n,c,0
6640,m,s,75,g,n,c,0
6641,m,m,58,b,y,c,1
6642,m,m,38,g,y,c,0
6643,f,s,68,b,y,c,0
6644,m,s,52,b,y,c,0
6645,m,m,67,p,y,a,0
6646,m,m,73,b,n,c,0
6647,m,s,41,p,y,c,0
6648,m,m,47,b,y,a,0
6649,f,m,39,b,y,c,0
6650,f,m,72,p,n,c,0
6651,f,m,34,p,y,c,2
6652,m,m,18,b,y,c,0
6653,f,m,57,b,n,a,0
6654,f,s,52,g,y,a,0
6655,m,s,39,b,n,a,0
6656,f,m,41,p,y,a,0
6657,m,s,77,p,y,c,1
6658,f,s,25,p,n,c,0
6659,m,m,52,p,y,c,2
6660,m,s,39,g,n,c,0
6661,m,m,68,p,n,c,0
6662,f,s,42,b,n,a,0
6663,f,m,77,p,n,c,1
6664,f,m,79,b,n,a,0
6665,f,m,62,g,n,a,0
6666,f,s,34,p,n,c,0
6667,m,s,79,g,y,c,2
6668,m,s,32,p,y,c,1
6669,m,m,73,p,y,c,1
6670,f,s,19,g,y,c,0
6671,m,s,36,p,y,a,0
6672,f,s,73,p,y,c,0
6673,f,s,24,g,y,a,0
6674,m,m,70,b,y,a,0
6675,m,m,57,p,n,a,0
6676,f,s,50,g,y,c,0
6677,f,m,27,p,n,c,2
6678,f,m,68,p,y,c,0
6679,m,m,75,b,n,a,1
6680,f,m,68,b,n,a,0
6681,f,s,27,g,y,a,0
6682,m,s,42,p,n,a,0
6683,f,m,26,b,y,c,0
6684,f,m,58,p,y,a,0
6685,m,m,52,g,n,c,0
6686,f,m,70,p,n,c,0
6687,f,m,56,p,n,c,1
6688,m,s,68,p,y,c,0
6689,f,m,68,p,y,c,0
6690,f,m,48,p,y,a,0
6691,m,m,66,b,y,c,1
6692,m,s,68,p,y,a,0
6693,m,s,27,b,y,a,1
6694,f,m,51,g,n,c,0
6695,m,m,48,p,n,a,0
6696,m,m,75,p,y,a,1
6697,m,s,49,g,y,a,0
6698,m,m,70,g,y,a,0
6699,m,m,68,g,y,a,1
6700,m,s,36,g,y,c,0
6701,f,m,30,g,n,a,0
6702,m,m,31,b,y,c,0
6703,f,m,66,b,y,a,0
6704,f,m,46,g,n,a,0
6705,m,s,56,b,n,c,0
6706,m,m,52,b,n,a,0
6707,m,s,45,b,n,c,0
6708,f,m,64,p,y,a,2
6709,f,s,51,b,y,c,0
6710,f,s,54,g,y,a,0
6711,m,s,51,p,n,a,0
6712,f,m,47,b,y,c,1
6713,f,s,67,p,y,a,0
6714,f,m,25,g,y,c,0
6715,f,m,28,b,n,c,0
6716,m,m,44,p,y,a,2
6717,m,s,43,g,n,c,0
6718,m,s,68,p,n,c,0
6719,m,s,75,g,y,a,0
6720,m,s,44,b,y,a,0
6721,m,m,45,g,n,c,0
6722,m,m,55,b,n,a,1
6723,f,s,30,p,y,a,0
6724,f,m,70,b,n,c,0
6725,f,m,66,p,y,c,2
6726,m,s,41,p,y,c,0
6727,m,m,67,p,y,a,0
6728,f,m,66,p,y,a,0
6729,m,m,36,p,y,a,1
6730,f,m,61,b,n,c,0
6731,f,m,51,b,n,c,0
6732,m,m,59,g,y,a,0
6733,f,s,19,b,y,c,0
6734,f,s,39,p,n,a,1
6735,f,s,70,g,n,a,0
6736,m,m,49,p,n,a,1
6737,m,s,55,g,n,c,1
6738,f,m,40,g,n,a,0
6739,m,m,32,p,n,c,0
6740,f,s,48,p,y,c,0
6741,m,m,38,b,n,c,2
6742,m,m,28,b,n,c,0
6743,m,m,36,g,y,a,1
6744,f,m,57,b,y,a,1
6745,f,s,58,b,y,c,1
6746,f,m,63,b,n,c,1
6747,f,m,18,b,y,a,0
6748,m,m,26,p,n,a,0
6749,f,m,63,g,n,c,0
6750,f,m,74,g,n,a,0
6751,f,s,53,p,y,c,0
6752,m,m,74,b,n,c,0
6753,m,s,52,g,y,c,0
6754,f,s,60,p,n,c,2
6755,m,s,57,p,n,a,0
6756,f,m,65,p,y,c,0
6757,m,s,22,p,y,a,0
6758,m,s,29,p,y,c,0
6759,m,m,20,b,y,c,0
6760,f,s,73,p,y,c,1
6761,f,m,72,g,n,c,0
6762,f,m,74,p,y,c,2
6763,f,m,29,b,n,c,1
6764,f,m,24,g,n,c,0
6765,f,m,62,g,n,c,0
6766,m,m,51,g,n,c,0
6767,f,m,75,p,y,a,1
6768,m,m,48,b,n,a,1
6769,f,m,75,b,y,a,1
6770,m,m,74,g,n,a,0
6771,f,m,77,p,n,c,0
6772,f,m,52,p,n,c,1
6773,f,m,78,p,n,a,2
6774,m,m,48,g,n,c,0
6775,m,m,59,g,n,c,0
6776,f,s,23,p,y,c,2
6777,m,m,71,p,n,c,1
6778,m,m,19,g,y,a,1
6779,f,m,25,p,n,a,0
6780,m,m,42,b,n,a,0
6781,f,s,39,p,y,c,1
6782,f,s,23,g,y,a,0
6783,m,m,64,p,y,a,0
6784,f,s,57,b,y,c,2
6785,f,m,71,g,y,a,0
6786,m,m,18,p,y,a,1
6787,f,m,39,g,n,c,2
6788,f,s,51,g,y,a,0
6789,m,s,45,g,n,a,1
6790,m,m,65,b,y,c,1
6791,f,m,77,p,n,c,0
6792,f,m,20,p,y,a,0
6793,m,m,75,g,y,a,0
6794,m,m,64,p,y,a,0
6795,f,s,76,p,y,c,0
6796,f,s,64,p,y,c,1
6797,m,s,36,p,y,a,0
6798,f,m,20,p,n,a,0
6799,m,s,28,g,y,c,2
6800,m,s,23,b,n,a,0
6801,f,s,54,p,y,a,1
6802,m,m,54,p,y,c,0
6803,m,s,43,p,n,a,0
6804,f,s,55,p,n,c,0
6805,f,m,24,g,y,c,0
6806,f,m,22,b,y,a,2
6807,m,m,66,b,n,a,2
6808,m,s,18,b,n,c,0
6809,f,s,61,p,n,a,0
6810,m,s,21,b,n,a,0
6811,m,m,28,b,n,c,1
6812,m,m,62,p,y,a,0
6813,f,m,77,p,y,c,0
6814,f,s,68,b,y,a,0
6815,f,m,42,g,y,a,1
6816,f,m,60,b,n,c,0
6817,f,m,79,p,y,a,0
6818,m,m,34,g,y,c,0
6819,f,s,58,p,y,a,0
6820,m,s,70,p,n,c,0
6821,f,s,54,p,y,c,0
6822,m,m,18,p,n,a,1
6823,m,m,57,b,n,a,0
6824,m,s,29,b,n,c,2
6825,f,m,67,b,y,c,0
6826,f,m,43,g,n,a,0
6827,m,m,23,p,n,a,0
6828,f,m,73,b,n,a,0
6829,f,s,39,g,y,c,0
